			"10000001000"	2
			"10000101000"	6
			"10100001000"	11
			"10100001001"	5
			"10100001010"	56
			"10100001011"	24
			"10101000110"	5
			"10101000111"	18
			"10101001011"	36
			"10101001111"	4
			"10101100111"	1
			"11000001000"	4
			"11000101000"	12
			"11100001000"	23
			"11100001001"	25
			"11101000100"	6
			"11101000101"	24
			"11101000110"	1
			"11101000111"	6
			"11101001001"	120
			"11101001011"	92
			"11101001101"	16
			"11101001111"	12
			"11101100101"	2
			"11101100111"	1

15			"00000000000"	4
			"00000001000"	6
			"00011100100"	232
			"00011101100"	255
			"01000001000"	12
			"01011100100"	168
			"01011101100"	239
			"01011110000"	96
			"01011110100"	12
			"10000010010"	10
			"10011000110"	141
			"10011001110"	364
			"10011010010"	18
			"10011100110"	285
			"10011101110"	100
			"10110000010"	12
			"10110001010"	22
			"11000010010"	8
			"11000011010"	4
			"11011010010"	17
			"11011011010"	4
			"11011100110"	10
			"11011101110"	14
			"11011110010"	7
			"11011110110"	4
			"11110001010"	4

16			"00000000000"	2
			"00000101000"	20
			"00000111001"	284
			"00001001000"	214
			"00001001010"	1
			"00001101010"	13
			"00010010000"	6
			"00010010100"	72
			"00010011000"	331
			"00010011100"	55
			"00010111000"	224
			"00011011000"	50
			"00011011100"	248
			"00100010001"	10
			"00110010001"	2
			"00110010101"	4
			"01000111001"	224
			"01001001000"	8
			"01011011000"	8
			"01011011100"	26
			"01100010001"	58
			"01101010001"	12
			"01101011001"	134
			"01110010001"	10
			"01110010101"	16
			"01111011001"	6
			"01111011101"	10

17			"00000000000"	2
			"00000000010"	1
			"00000001000"	210
			"00000001100"	2
			"00000010000"	6
			"00000010010"	1
			"00000011000"	20
			"00000011100"	4
			"00001000000"	72
			"00001000010"	26
			"00001001100"	16
			"00001100000"	12
			"00010001000"	4
			"00010011000"	8
			"00101100000"	124
			"00110001000"	4
			"01000011000"	15
			"01001000000"	13
			"01001000010"	7
			"01001001000"	37
			"01001001100"	3
			"01001010000"	99
			"01001010010"	21
			"01001011000"	226
			"01001011100"	23
			"01001100000"	4
			"01101100000"	64
			"10000000000"	106
			"10000000010"	50
			"10000001000"	100
			"10000001100"	4
			"10000010000"	38
			"10000010010"	10
			"10000011000"	38
			"10000011100"	2
			"10000100000"	11
			"10001100000"	25
			"10100100000"	88
			"10101100000"	40
			"11000010000"	18
			"11000010010"	4
			"11000011000"	154
			"11000011100"	3
			"11001000000"	15
			"11001000010"	13
			"11001001100"	1
			"11001010000"	201
			"11001010010"	43
			"11001011100"	2
			"11001100000"	12
			"11101100000"	46

18			"00000000000"	2
			"00000000010"	1
			"00000001000"	210
			"00000001100"	2
			"00000010000"	6
			"00000010010"	1
			"00000011000"	20
			"00000011100"	4
			"00001000000"	72
			"00001000010"	26
			"00001001100"	16
			"00001100000"	12
			"00010001000"	4
			"00010011000"	8
			"00101100000"	124
			"00110001000"	4
			"01000011000"	15
			"01001000000"	13
			"01001000010"	7
			"01001001000"	37
			"01001001100"	3
			"01001010000"	99
			"01001010010"	21
			"01001011000"	226
			"01001011100"	23
			"01001100000"	4
			"01101100000"	64
			"10000000000"	106
			"10000000010"	50
			"10000001000"	100
			"10000001100"	4
			"10000010000"	38
			"10000010010"	10
			"10000011000"	38
			"10000011100"	2
			"10000100000"	11
			"10001100000"	25
			"10100100000"	88
			"10101100000"	40
			"11000010000"	18
			"11000010010"	4
			"11000011000"	154
			"11000011100"	3
			"11001000000"	15
			"11001000010"	13
			"11001001100"	1
			"11001010000"	201
			"11001010010"	43
			"11001011100"	2
			"11001100000"	12
			"11101100000"	46

19			"00000000000"	2
			"00000000010"	1
			"00000001000"	2
			"00000001010"	1
			"00000100000"	1
			"00000101000"	1
			"00001001000"	11
			"00001001010"	7
			"00001101000"	6
			"00001101100"	4
			"00101000011"	83
			"00101000111"	48
			"00101001001"	322
			"00101001011"	158
			"00101100101"	393
			"00101101001"	60
			"00101101101"	92
			"01101000011"	108
			"01101000111"	16
			"01101001001"	191
			"01101001011"	89
			"01101100101"	372
			"01101101001"	44
			"01101101101"	32
			"10000001000"	2
			"10000001010"	1
			"10000101000"	1

20			"00000000000"	1
			"00000001010"	23
			"00000001110"	7
			"00000010010"	6
			"00000010110"	12
			"00000011110"	109
			"00000101100"	9
			"00000101110"	7
			"00000111110"	4
			"00010001001"	1
			"00010010001"	14
			"00010010011"	2
			"00010010101"	71
			"00010010111"	4
			"00010011011"	1
			"00010011111"	15
			"00010111101"	46
			"00100101100"	71
			"00110010001"	2
			"00110010101"	29
			"00110111101"	859
			"00111010001"	23
			"01000001110"	1
			"01000101100"	2
			"01000101110"	1
			"01100101100"	47
			"01101101100"	225
			"01111010001"	8
			"01111010101"	9
			"01111111101"	391
			"10000000000"	1
			"10000010000"	4
			"10000010100"	13
			"10000101100"	11
			"10000110100"	10
			"10000111100"	9

21			"00000000000"	1
			"00000000001"	1
			"00000000110"	103
			"00000000111"	26
			"00000101110"	40
			"00001000110"	32
			"00010000110"	141
			"00010010000"	6
			"00010010110"	40
			"00010101110"	365
			"00011000110"	29
			"00011010110"	26
			"00100000001"	1
			"00100000111"	14
			"00100010001"	1
			"00100101110"	652
			"00100101111"	26
			"01000101111"	47
			"01010101110"	97
			"01010101111"	46
			"01100101111"	328
			"10000100000"	5
			"10000100001"	1
			"10010100000"	8
			"10010110000"	10
			"10100100001"	2

22			"00000000000"	4
			"00000000010"	9
			"00000001100"	8
			"00000001110"	724
			"00010000010"	838
			"00100000000"	5
			"00100001000"	39
			"00100001100"	7
			"00110000000"	1
			"00110000010"	14
			"00110001000"	1
			"00110001010"	29
			"01000000010"	54
			"01000001110"	305
			"10110000000"	3
			"10110001000"	6
			"10110001100"	1

23			"00000000000"	16
			"00000100110"	4
			"00010000000"	20
			"00010100110"	4
			"00100000000"	44
			"00100100110"	24
			"00100101110"	48
			"00100110100"	12
			"10001110000"	2
			"10001110001"	10
			"10001110100"	10
			"10001110101"	42
			"10101101000"	1576
			"10101101010"	18
			"10101101110"	54
			"10101110000"	20
			"10101110100"	88
			"10101111000"	2
			"10101111001"	12
			"10101111100"	6
			"10101111101"	36

24			"00000000000"	78
			"00000000001"	15
			"00000010000"	65
			"00001000001"	96
			"00001010000"	66
			"00001010001"	7
			"00011001010"	37
			"00011010010"	446
			"00011011010"	6
			"00100100001"	25
			"00101100001"	1
			"00101110001"	23
			"00111101010"	5
			"00111110010"	21
			"00111111010"	2
			"01000000000"	4
			"01000000001"	37
			"01000000100"	10
			"01000000101"	11
			"01000001000"	234
			"01000001001"	65
			"01000001100"	10
			"01000001101"	12
			"01000010000"	23
			"01000100001"	25
			"01000101001"	70
			"01010000110"	34
			"01010001110"	149
			"01010010110"	8
			"01011001010"	136
			"01011001110"	136
			"01011011010"	22
			"01100100001"	20
			"01100100101"	6
			"01100101001"	115
			"01100101101"	6
			"01110100110"	2
			"01110101110"	8
			"01110110110"	1
			"01111101010"	9
			"01111111010"	2

25			"00000000000"	1
			"00000001000"	3
			"00000001001"	1
			"00100000000"	78
			"00100001000"	60
			"00100001001"	18
			"00100001110"	116
			"00100100001"	332
			"00100100110"	474
			"00100100111"	155
			"00101000000"	2
			"00101100001"	89
			"00101100110"	138
			"00101100111"	13
			"00110001000"	80
			"00110100001"	158
			"00110100110"	62
			"00110100111"	12
			"00111100001"	146
			"00111100110"	50
			"00111100111"	4
			"01101000000"	30
			"10000000000"	12
			"11000000000"	1
			"11001000000"	3
			"11101000000"	10

26			"00000000000"	1
			"00000000010"	2
			"00000010000"	1
			"00000100000"	7
			"00000100010"	61
			"00000110000"	26
			"00011000000"	31
			"00011000100"	48
			"00011010000"	19
			"00011010100"	20
			"00011011000"	480
			"00011011100"	120
			"00011100000"	25
			"00011100100"	24
			"00011110000"	33
			"00011110100"	20
			"00011111000"	82
			"00011111100"	24
			"00111010000"	16
			"00111010100"	20
			"00111011000"	12
			"00111011100"	12
			"00111110000"	16
			"00111110100"	28
			"00111111000"	4
			"00111111100"	4
			"01111011000"	596
			"01111011100"	160
			"01111111000"	124
			"01111111100"	32

27			"00000000000"	1
			"00000100010"	1
			"00001100010"	1
			"00001100110"	4
			"00001100111"	5
			"00001101110"	12
			"00001101111"	95
			"00001111110"	18
			"00001111111"	133
			"00101100100"	6
			"00101100110"	5
			"00101100111"	3
			"00101101100"	141
			"00101101110"	26
			"00101101111"	49
			"00101111100"	393
			"00101111110"	38
			"00101111111"	102
			"01001100010"	3
			"01001100110"	3
			"01001101110"	28
			"01001111110"	29
			"01101100100"	2
			"01101100110"	4
			"01101101100"	35
			"01101101110"	28
			"01101111100"	89
			"01101111110"	38
			"10011100111"	62
			"10011101111"	65
			"10011111111"	26
			"10111100100"	70
			"10111100101"	68
			"10111100111"	20
			"10111101100"	20
			"10111101101"	69
			"10111101111"	33
			"10111111100"	50
			"10111111101"	88
			"10111111111"	14
			"11011100110"	16
			"11011101110"	12
			"11011111110"	7
			"11111100100"	40
			"11111100110"	8
			"11111101100"	23
			"11111101110"	12
			"11111111100"	45
			"11111111110"	8

28			"00000000000"	6
			"00000000100"	811
			"00000001100"	12
			"00000010000"	17
			"00000011000"	2
			"00000011100"	5
			"00000100110"	72
			"00000110010"	10
			"00000110110"	58
			"00001100100"	246
			"00001110000"	3
			"00001110100"	17
			"00010111000"	2
			"00010111010"	24
			"00011111000"	2
			"01000000000"	1
			"01000001100"	19
			"01100001100"	2
			"10000000000"	55
			"10000000100"	323
			"10001100100"	120
			"10010100000"	153
			"10011100000"	39
			"10100000100"	2
			"11000000000"	3
			"11010100000"	32
			"11011100000"	12

29			"00000000000"	1
			"00000100000"	1
			"00001000000"	1
			"00001100000"	1
			"00010000000"	2
			"00010100000"	2
			"10000000000"	2
			"10000011110"	46
			"10000111110"	38
			"10001000000"	2
			"10001011110"	13
			"10001011111"	38
			"10001111110"	29
			"10010000000"	4
			"11000011110"	354
			"11000111110"	362
			"11001011100"	201
			"11001011101"	252
			"11001011110"	26
			"11001011111"	146
			"11001111100"	375
			"11001111110"	76
			"11101011101"	76

30			"00000000000"	1
			"00101000010"	1114
			"00111000010"	12
			"01011100110"	85
			"01100110000"	56
			"01101110000"	588
			"01101110010"	108
			"01111100110"	72
			"01111110010"	4
			"10100110000"	4
			"11100110000"	4

31			"00000000000"	1
			"00000000100"	1
			"00010000000"	1
			"00010000100"	2
			"00011000000"	1
			"00100000000"	9
			"00100000100"	5
			"00100010000"	118
			"00100010100"	8
			"00100100000"	68
			"00100100001"	10
			"00100100100"	89
			"00100100101"	8
			"00100110000"	596
			"00100110100"	59
			"00101010000"	30
			"00101110000"	212
			"01100010000"	60
			"01100010100"	32
			"01100110000"	60
			"01100110100"	32
			"01101010000"	36
			"01101110000"	36
			"10100001000"	36
			"10100001001"	12
			"10100001100"	42
			"10100001101"	12
			"10100011000"	96
			"10100011100"	90
			"10100100001"	28
			"10100100101"	6
			"10100101000"	1
			"10100101001"	1
			"10100101100"	1
			"10100101101"	1
			"10100111000"	10
			"10100111100"	10
			"10110001000"	52
			"10110001001"	12
			"10110001100"	52
			"10110001101"	12
			"10110100001"	14
			"10110100101"	14
			"10110101000"	29
			"10110101001"	7
			"10110101100"	29
			"10110101101"	7

32			"00000000000"	1
			"00000000100"	1
			"00010000000"	1
			"00010000100"	2
			"00011000000"	1
			"00100000000"	9
			"00100000100"	5
			"00100010000"	118
			"00100010100"	8
			"00100100000"	68
			"00100100001"	10
			"00100100100"	89
			"00100100101"	8
			"00100110000"	596
			"00100110100"	59
			"00101010000"	30
			"00101110000"	212
			"01100010000"	60
			"01100010100"	32
			"01100110000"	60
			"01100110100"	32
			"01101010000"	36
			"01101110000"	36
			"10100001000"	36
			"10100001001"	12
			"10100001100"	42
			"10100001101"	12
			"10100011000"	96
			"10100011100"	90
			"10100100001"	28
			"10100100101"	6
			"10100101000"	1
			"10100101001"	1
			"10100101100"	1
			"10100101101"	1
			"10100111000"	10
			"10100111100"	10
			"10110001000"	52
			"10110001001"	12
			"10110001100"	52
			"10110001101"	12
			"10110100001"	14
			"10110100101"	14
			"10110101000"	29
			"10110101001"	7
			"10110101100"	29
			"10110101101"	7

33			"00000000000"	2
			"00000001000"	31
			"00000001001"	8
			"00000001100"	36
			"00000001101"	8
			"00001101111"	35
			"00100000000"	3
			"00100001000"	34
			"00100001001"	8
			"00100001100"	214
			"00100001101"	36
			"00101101111"	104
			"01000000000"	3
			"01001101110"	376
			"01001101111"	13
			"01100000000"	3
			"01101101110"	1106
			"01101101111"	28

34			"00000000000"	1
			"00000100000"	1
			"00000100001"	2
			"00010000000"	1
			"00010100000"	1
			"00100000100"	160
			"00100010100"	20
			"00110000000"	2
			"00110000100"	144
			"00110010100"	20
			"01000100000"	4
			"01000100010"	2
			"01100010100"	544
			"01100010110"	252
			"01100110100"	826
			"01100110110"	68

35			"00000000000"	1
			"00000000100"	5
			"00010000110"	20
			"00010010110"	3
			"00011010110"	11
			"00100000000"	97
			"00100100000"	14
			"00110000010"	28
			"01000111001"	447
			"01000111101"	1005
			"01100101001"	268
			"01100111001"	96
			"10010000110"	10
			"10010010110"	11
			"10011010110"	23
			"10110000010"	9

36			"00000000000"	2
			"00000000010"	2
			"00000010000"	14
			"00000010010"	14
			"00001000000"	5
			"00001000010"	6
			"00001010000"	59
			"00001010010"	78
			"00001100000"	9
			"00001100010"	8
			"00001110000"	87
			"00001110010"	484
			"01001000000"	5
			"01001000010"	5
			"01001010000"	15
			"01001010010"	15
			"01001100000"	7
			"01001100010"	7
			"01001110000"	21
			"01001110010"	181
			"10101000000"	678
			"10101000100"	58
			"10101001000"	16
			"10101001100"	16
			"11101000000"	125
			"11101000001"	10
			"11101000011"	7
			"11101000100"	19
			"11101000101"	13
			"11101001000"	14
			"11101001100"	10
			"11101010001"	37
			"11101010011"	21

37			"00000000000"	1
			"00000100000"	2
			"00001000010"	4
			"00001000011"	4
			"00001001011"	24
			"00001001111"	48
			"00010000000"	1
			"00101000010"	2
			"00101000011"	2
			"00101001011"	12
			"01000000000"	2
			"01000000010"	20
			"01000000011"	24
			"01000001011"	400
			"01000001111"	960
			"01000100000"	2
			"01000100010"	28
			"01000100011"	32
			"01000101011"	448
			"01001000010"	2
			"01001000011"	2
			"01001001011"	12
			"01001001111"	16

38			"00000000000"	1
			"00100000000"	1
			"01100000000"	1
			"10000000000"	1
			"10000000001"	6
			"10000000010"	208
			"10000001010"	237
			"10000001110"	30
			"10000001111"	76
			"10001001010"	9
			"10001011010"	16
			"10100000000"	1
			"10100000001"	6
			"10100000010"	788
			"11000000001"	4
			"11000001001"	66
			"11001001010"	398
			"11001011010"	81
			"11001011011"	77
			"11100000000"	1
			"11100000001"	6
			"11101001010"	7
			"11101011010"	27

39			"00000000000"	1
			"00000000010"	1
			"00000000011"	2
			"00000000100"	2
			"00001000100"	18
			"00001101010"	20
			"00001101100"	3
			"00001101110"	1
			"00010000010"	1
			"00011000010"	10
			"00100000000"	3
			"00100000010"	1
			"00100000011"	2
			"00101000000"	3
			"00101000010"	255
			"00101000100"	20
			"00101010000"	37
			"00101010100"	16
			"00101101010"	104
			"00110000010"	1
			"00111000010"	11
			"01100000010"	4
			"01101010100"	1470
			"11100000010"	17
			"11100010000"	17
			"11100010010"	28

40			"00000000000"	1
			"01001100000"	59
			"01001101000"	42
			"01010000000"	4
			"01011000000"	14
			"01100010100"	6
			"10011010011"	80
			"10100010101"	16
			"10111010011"	48
			"11000110001"	9
			"11000110101"	79
			"11000111001"	2
			"11001110001"	280
			"11001111001"	43
			"11010010001"	84
			"11011010001"	148
			"11011110001"	116
			"11011110011"	5
			"11100010101"	8
			"11100110101"	178
			"11101110011"	48
			"11101110101"	763
			"11101111011"	2
			"11111010011"	6
			"11111110011"	7

41			"00000000000"	1
			"00000001000"	1
			"00100000000"	10
			"00100010111"	142
			"00101010111"	16
			"00110010111"	56
			"00111010111"	14
			"01100000001"	342
			"01100000101"	26
			"01100010101"	54
			"01100110101"	88
			"01101000001"	26
			"01101000101"	22
			"01101000111"	12
			"01101010101"	48
			"01101010111"	26
			"01101110101"	20
			"01110000001"	8
			"01110010001"	12
			"01110010101"	8
			"01111000001"	4
			"01111010101"	6
			"01111010111"	16
			"10000010011"	16
			"10000011011"	11
			"10100010011"	7
			"11000010001"	57
			"11000010011"	13
			"11000011001"	10
			"11000011011"	7
			"11000110001"	100
			"11001000001"	43
			"11001000011"	4
			"11001001001"	8
			"11001001011"	4
			"11001010001"	133
			"11001010011"	36
			"11001010111"	28
			"11001011001"	24
			"11001011011"	36
			"11001110001"	156
			"11100010001"	11
			"11100010011"	4
			"11100110001"	40
			"11101000001"	111
			"11101000011"	10
			"11101010001"	69
			"11101010011"	31
			"11101010111"	23
			"11101110001"	98

42			"00000000000"	1
			"00000000010"	1
			"11111001111"	886
			"11111011111"	1160

43			"00000000000"	1
			"00000000010"	1
			"00000000100"	2
			"00000100000"	1
			"00000100010"	2
			"00000100100"	3
			"00001000010"	1
			"00010000000"	1
			"00010000010"	2
			"00010000100"	4
			"00010010000"	15
			"00010010100"	19
			"00010100000"	53
			"00010100010"	8
			"00010100100"	90
			"00010110000"	33
			"00010110100"	43
			"00011000000"	1
			"00011000010"	2
			"00011000100"	4
			"00100100000"	34
			"00100100100"	38
			"00100101000"	8
			"00100101100"	15
			"00101101000"	1
			"00101101010"	4
			"00101101100"	17
			"01010000000"	1
			"01010010000"	4
			"01011000000"	1
			"01100100000"	10
			"01100101000"	5
			"01101101000"	10
			"01110100000"	35
			"01110110000"	10
			"01110111000"	40
			"01111101000"	6
			"01111111000"	103
			"10000000000"	1
			"10000000001"	8
			"10000000010"	1
			"10000000011"	21
			"10000000100"	2
			"10000000101"	26
			"10000100000"	1
			"10000100010"	10
			"10000100100"	7
			"10000101100"	4
			"10000101101"	1
			"10001000010"	1
			"10001000011"	9
			"10001001011"	7
			"10001001101"	22
			"10001001111"	1
			"10001101010"	12
			"10001101011"	5
			"10001101100"	10
			"10001101101"	5
			"10001101110"	4
			"10001101111"	1
			"10010000000"	14
			"10010000010"	2
			"10010000100"	19
			"10010100000"	40
			"10010100010"	395
			"10010100100"	226
			"10011000000"	7
			"10011000010"	2
			"10011000100"	6
			"10011101100"	407
			"10100101000"	2
			"10100101001"	1
			"10100101100"	5
			"10100101101"	3
			"10101101000"	1
			"10101101001"	1
			"10101101010"	14
			"10101101011"	11
